farm_id,region,state,agro_zone,crop_type,crop_variety,soil_type,farm_size_ha,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,pest_type,pest_severity,rainfall_variability,temperature_stress,extreme_weather,labor_input,soil_degradation,yield_kg_ha
FARM_000132,Southeast,Ebonyi,Humid Forest,Cassava,Local Odongbo,Lateritic,1.1,6.1,35.5,23.2,171.3,1455.8,23.5,NPK,53.7,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Flood,Medium,Moderate,7776.0
FARM_000133,Southwest,Ekiti,Humid Forest,Cassava,Local Oko-Iyawo,Loamy,0.5,7.3,44.9,9.8,180.2,1800.0,29.5,NPK,182.3,Surface,Whiteflies,High,Normal,Moderate,Flood,Low,Severe,5595.0
FARM_000134,Southeast,Imo,Humid Forest,Cassava,Local Odongbo,Sandy,0.5,5.8,25.4,20.8,130.2,1756.2,30.1,NPK,160.8,Surface,Whiteflies,Moderate,Erratic,Moderate,Drought,Medium,Moderate,9970.0
FARM_000135,Northeast,Adamawa,Sudan Savanna,Beans,IT89KD-288,Sandy,2.6,6.2,27.3,6.2,113.6,1245.4,24.9,NPK,192.8,Surface,Fall Armyworm,Moderate,Normal,Moderate,Drought,Low,Moderate,1055.0
FARM_000136,Southeast,Anambra,Humid Forest,Cassava,Local Oko-Iyawo,Sandy,1.8,6.8,47.8,22.7,79.3,825.3,30.9,Urea,54.8,Surface,Cassava Mealybug,Low,Normal,Moderate,Flood,Medium,Moderate,8133.0
FARM_000137,Northcentral,Niger,Northern Guinea Savanna,Cassava,TMS 30572,Clayey,2.6,6.0,21.6,20.6,88.7,632.4,31.4,NPK,103.9,Surface,Fall Armyworm,Moderate,Reduced,Moderate,Drought,Low,Moderate,9169.0
FARM_000138,Northwest,Katsina,Sudan Savanna,Beans,IT89KD-288,Sandy,0.7,5.7,18.6,30.0,50.0,1915.0,23.6,NPK,84.6,Surface,Aphids,Low,Erratic,High,Drought,Low,Moderate,1286.0
FARM_000139,Southsouth,Delta,Humid Forest,Pepper,Local Shombo,Clayey,1.0,6.4,17.4,5.0,102.7,1152.1,28.8,NPK,184.1,Surface,Whiteflies,High,Erratic,Moderate,Drought,Low,Moderate,1814.0
FARM_000140,Northeast,Bauchi,Sudan Savanna,Sorghum,Local Kaura,Loamy,0.5,6.2,10.0,5.0,169.8,1045.2,23.7,NPK,200.0,Surface,Stem Borers,Moderate,Reduced,Moderate,Flood,Medium,Severe,697.0
FARM_000141,Northeast,Taraba,Northern Guinea Savanna,Tomato,Roma VF,Sandy,0.9,6.8,30.5,10.1,59.8,2000.0,25.9,NPK,0.0,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Moderate,6885.0
FARM_000142,Southeast,Anambra,Humid Forest,Cassava,TMS 30572,Lateritic,1.1,5.6,14.0,13.5,184.9,1826.6,26.8,Urea,26.8,Sprinkler,Aphids,Low,Erratic,Moderate,Flood,Medium,Moderate,11421.0
FARM_000144,Southeast,Anambra,Humid Forest,Rice,FARO 52,Lateritic,1.6,7.1,37.5,7.4,87.5,909.8,29.7,NPK,39.6,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Flood,Low,Moderate,1967.0
FARM_000145,Southeast,Ebonyi,Humid Forest,Yam,TDr 95/19177,Lateritic,1.5,5.9,36.3,18.6,133.9,1081.2,25.8,Urea,129.7,Surface,Aphids,Low,Normal,Moderate,Drought,Low,Moderate,6905.0
FARM_000149,Southwest,Ekiti,Humid Forest,Beans,Local Kanannado,Lateritic,0.9,6.2,11.8,27.2,106.3,1065.2,32.0,Organic,125.3,Surface,Aphids,Moderate,Normal,Moderate,Flood,Medium,Moderate,978.0
FARM_000150,Southeast,Ebonyi,Humid Forest,Yam,TDr 95/19177,Lateritic,0.5,6.7,19.6,15.9,77.0,1337.9,26.9,Urea,95.5,Surface,Cassava Mealybug,Low,Normal,High,Drought,Medium,Moderate,8618.0
FARM_000152,Southeast,Abia,Humid Forest,Rice,Local Ofada,Lateritic,1.3,7.4,25.0,16.7,89.8,1145.3,31.4,NPK,181.0,Surface,Cassava Mealybug,High,Normal,Moderate,Flood,Low,Severe,2128.0
FARM_000153,Southwest,Ogun,Humid Forest,Maize,Local Yellow,Sandy,2.9,6.0,12.8,10.1,163.7,847.9,32.0,NPK,0.0,Surface,Whiteflies,High,Erratic,Moderate,Drought,Medium,Moderate,1167.0
FARM_000154,Southsouth,Cross River,Humid Forest,Cassava,Local Odongbo,Loamy,0.5,5.9,35.2,13.9,184.0,1613.5,24.6,Urea,125.7,Surface,Cassava Mealybug,High,Normal,Moderate,Drought,Medium,Moderate,8556.0
FARM_000156,Southeast,Enugu,Humid Forest,Cassava,Local Odongbo,Lateritic,0.7,5.1,15.2,12.5,94.5,1014.3,30.8,NPK,119.2,Surface,Cassava Mealybug,Low,Normal,Moderate,Flood,Low,Moderate,9038.0
FARM_000157,Northcentral,FCT,Northern Guinea Savanna,Maize,TZL Comp,Loamy,0.5,5.1,37.4,30.0,52.8,1254.6,29.8,NPK,166.0,Surface,Aphids,Low,Erratic,High,Drought,Medium,Moderate,1758.0
FARM_000160,Northwest,Zamfara,Sudan Savanna,Sorghum,SK5912,Sandy,0.6,5.4,16.5,21.4,122.7,1310.2,24.1,Urea,55.3,Surface,Aphids,High,Normal,Moderate,Drought,Low,Severe,500.0
FARM_000161,Southsouth,Akwa Ibom,Humid Forest,Cassava,TMS 30572,Loamy,0.5,6.1,43.5,26.0,52.8,1076.5,22.9,NPK,96.3,Surface,Whiteflies,Moderate,Erratic,Moderate,Drought,Low,Moderate,12319.0
FARM_000162,Northcentral,Kogi,Derived Savanna,Tomato,Local Jos,Loamy,1.2,5.3,50.0,24.9,119.8,1139.5,23.3,NPK,176.0,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Low,Moderate,6525.0
FARM_000163,Northcentral,Kwara,Northern Guinea Savanna,Yam,D. alata,Sandy,1.0,6.5,10.0,10.5,67.1,808.6,31.1,Urea,36.7,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Low,Moderate,5442.0
FARM_000164,Northcentral,Benue,Northern Guinea Savanna,Rice,FARO 44,Loamy,2.7,6.2,50.0,27.7,131.5,1767.1,23.5,NPK,183.9,Surface,Grasshoppers,Low,Erratic,Moderate,Drought,Medium,Moderate,2580.0
FARM_000165,Southwest,Osun,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,1.0,6.5,27.1,13.0,134.2,935.5,31.8,Urea,154.8,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,4541.0
FARM_000166,Northwest,Kebbi,Sudan Savanna,Onions,Local White,Loamy,0.7,5.6,35.9,30.0,111.0,879.7,22.9,NPK,127.3,Surface,Aphids,High,Erratic,Moderate,Drought,Low,Moderate,5741.0
FARM_000167,Southeast,Anambra,Humid Forest,Tomato,Local Jos,Loamy,0.5,7.0,28.1,6.7,145.3,1679.5,26.8,NPK,186.1,Surface,Tomato Leaf Miner,Low,Erratic,Moderate,Drought,High,Moderate,10990.0
FARM_000169,Southwest,Osun,Humid Forest,Pepper,Local Shombo,Loamy,0.7,6.7,23.8,7.8,183.1,904.0,26.6,Urea,83.2,Surface,Aphids,Moderate,Normal,Moderate,Drought,High,Moderate,3353.0
FARM_000170,Northcentral,Benue,Northern Guinea Savanna,Pepper,Nsukka Yellow,Sandy,2.3,7.5,20.9,6.6,96.0,1253.0,29.9,Urea,179.7,Surface,Aphids,High,Normal,High,Flood,Medium,Moderate,3151.0
FARM_000173,Northcentral,Kwara,Northern Guinea Savanna,Beans,IT89KD-288,Sandy,1.7,5.1,30.7,11.1,178.1,1213.2,26.2,Urea,188.4,Surface,Aphids,Moderate,Erratic,Moderate,Drought,Medium,Severe,934.0
FARM_000175,Northcentral,Plateau,Northern Guinea Savanna,Yam,D. rotundata,Sandy,3.4,7.4,10.0,12.2,70.1,661.3,29.9,Organic,149.2,Surface,Grasshoppers,Moderate,Normal,Moderate,Drought,Low,Moderate,5609.0
FARM_000177,Northcentral,Plateau,Northern Guinea Savanna,Rice,FARO 44,Clayey,1.3,6.9,49.1,17.5,83.3,661.1,22.9,Urea,169.5,Drip,Grasshoppers,Low,Reduced,Moderate,Drought,Medium,Moderate,3680.0
FARM_000178,Southsouth,Akwa Ibom,Humid Forest,Onions,Violet de Galmi,Sandy,4.5,5.8,20.0,27.1,171.1,1442.7,27.3,Urea,65.6,Surface,Fall Armyworm,Low,Normal,Moderate,Drought,Medium,Moderate,25000.0
FARM_000179,Northeast,Gombe,Sudan Savanna,Beans,IT89KD-288,Sandy,1.6,5.9,30.7,19.2,72.7,1124.3,29.1,NPK,106.9,Surface,Aphids,Low,Erratic,Moderate,Drought,Low,Moderate,1465.0
FARM_000180,Southwest,Oyo,Derived Savanna,Onions,Local White,Sandy,1.1,7.3,29.5,23.6,57.0,1421.0,24.7,Urea,147.6,Surface,Thrips,Low,Normal,Moderate,Drought,Medium,Moderate,12883.0
FARM_000181,Southeast,Enugu,Humid Forest,Yam,TDr 95/19177,Lateritic,1.2,6.4,18.7,16.9,122.1,646.3,22.3,Urea,185.6,Surface,Cassava Mealybug,High,Erratic,Moderate,Drought,High,Moderate,4959.0
FARM_000182,Southwest,Lagos,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,2.3,5.8,28.4,9.2,65.3,2000.0,32.0,NPK,181.3,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,13412.0
FARM_000183,Northeast,Yobe,Sahel Savanna,Sorghum,Local Farafara,Sandy,1.7,6.7,23.5,19.6,200.0,1203.2,22.7,Urea,0.0,Surface,Locusts,High,Erratic,Moderate,Drought,Low,Severe,1705.0
FARM_000184,Northwest,Kano,Sudan Savanna,Sorghum,SK5912,Sandy,1.8,5.5,38.4,30.0,105.6,962.7,28.8,NPK,87.7,Surface,Millet Head Miner,Low,Erratic,Moderate,Drought,High,Moderate,1294.0
FARM_000185,Southeast,Anambra,Humid Forest,Yam,TDr 95/19177,Loamy,0.5,5.9,27.5,20.8,105.8,1051.3,24.8,Urea,166.8,Surface,Fall Armyworm,Low,Normal,High,Drought,Low,Moderate,9283.0
FARM_000186,Northcentral,FCT,Northern Guinea Savanna,Cassava,TMS 30572,Loamy,1.4,6.7,35.5,21.5,116.1,1908.3,31.8,Organic,122.7,Surface,Fall Armyworm,High,Normal,Moderate,Drought,Medium,Moderate,8059.0
FARM_000187,Northwest,Zamfara,Sudan Savanna,Onions,Kano Red,Loamy,1.7,5.3,33.3,17.2,50.0,2000.0,31.1,Urea,107.9,Surface,Thrips,Moderate,Erratic,Moderate,Drought,High,Moderate,16693.0
FARM_000188,Northcentral,Nasarawa,Northern Guinea Savanna,Tomato,Local Jos,Sandy,0.5,5.0,50.0,27.2,109.6,865.6,22.8,NPK,96.9,Surface,Aphids,Low,Normal,Moderate,Drought,High,Severe,9645.0
FARM_000189,Northcentral,Kwara,Northern Guinea Savanna,Sorghum,Local Farafara,Loamy,0.6,6.5,35.1,21.2,200.0,1290.9,29.0,Organic,58.4,Surface,Fall Armyworm,Moderate,Reduced,Moderate,Drought,Low,Moderate,624.0
FARM_000190,Southeast,Ebonyi,Humid Forest,Maize,Local Yellow,Lateritic,1.7,6.2,10.0,15.3,106.1,1305.7,30.4,NPK,64.6,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Flood,Medium,Moderate,845.0
FARM_000191,Southwest,Osun,Humid Forest,Yam,D. alata,Lateritic,0.5,6.0,23.1,6.5,196.2,751.2,26.1,Organic,33.8,Surface,Tomato Leaf Miner,Low,Erratic,Moderate,Drought,Medium,Moderate,4701.0
FARM_000192,Northwest,Jigawa,Sudan Savanna,Sorghum,Local Farafara,Sandy,1.1,5.0,20.2,5.0,54.9,1635.8,26.9,NPK,189.0,Surface,Locusts,Moderate,Normal,Moderate,Drought,Low,Moderate,980.0
FARM_000194,Northcentral,Benue,Northern Guinea Savanna,Onions,Kano Red,Sandy,2.1,5.1,23.7,17.8,64.0,1039.2,23.7,NPK,49.4,Surface,Aphids,Low,Erratic,High,Flood,Medium,Moderate,6804.0
FARM_000195,Southeast,Ebonyi,Humid Forest,Maize,TZL Comp,Lateritic,1.0,5.2,41.9,12.5,178.2,2000.0,23.3,NPK,132.5,Surface,Aphids,Low,Erratic,Moderate,Drought,Medium,Moderate,5329.0
FARM_000196,Southeast,Abia,Humid Forest,Cassava,Local Oko-Iyawo,Clayey,2.3,5.9,35.8,26.5,166.9,1217.1,26.6,Urea,0.0,Surface,Fall Armyworm,Moderate,Reduced,Moderate,Flood,Medium,Moderate,6545.0
FARM_000199,Northwest,Sokoto,Sudan Savanna,Onions,Local White,Lateritic,4.9,7.5,40.4,5.2,151.3,1158.1,24.8,NPK,199.4,Surface,Aphids,Low,Erratic,High,Drought,Low,Moderate,7838.0
FARM_000200,Northwest,Sokoto,Sudan Savanna,Beans,IT89KD-288,Loamy,1.5,5.9,46.7,16.1,139.5,1109.9,25.2,NPK,152.0,Surface,Pod Borers,Moderate,Erratic,Moderate,Drought,Low,Moderate,544.0
FARM_000201,Northcentral,FCT,Northern Guinea Savanna,Sorghum,SK5912,Sandy,1.8,7.1,50.0,12.6,158.2,1040.0,24.9,Organic,43.9,Surface,Stem Borers,Moderate,Normal,Moderate,Drought,High,Moderate,1590.0
FARM_000202,Southwest,Ogun,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,9.2,7.4,26.4,24.4,186.7,1682.1,30.5,NPK,67.0,Drip,Whiteflies,Low,Normal,Moderate,Drought,High,Moderate,15000.0
FARM_000204,Northwest,Sokoto,Sudan Savanna,Maize,Local Yellow,Loamy,1.5,6.3,16.9,8.5,116.9,642.2,30.5,NPK,19.3,Surface,Locusts,High,Erratic,Moderate,Drought,Low,Moderate,1842.0
FARM_000205,Northcentral,FCT,Northern Guinea Savanna,Maize,Local White,Loamy,1.3,6.4,24.5,8.6,143.4,1775.5,26.6,Urea,0.0,Surface,Grasshoppers,Moderate,Erratic,High,Drought,Low,Moderate,1155.0
FARM_000206,Southwest,Lagos,Humid Forest,Yam,TDr 95/19177,Sandy,0.6,5.7,21.2,12.6,190.4,1796.8,26.1,NPK,141.1,Surface,Thrips,Low,Erratic,Moderate,Flood,Medium,Moderate,8079.0
FARM_000207,Southwest,Ekiti,Humid Forest,Tomato,Local Jos,Loamy,0.5,6.9,42.9,21.2,187.0,1043.0,24.8,Urea,131.0,Surface,Tomato Leaf Miner,Moderate,Reduced,Moderate,Flood,Medium,Moderate,7360.0
FARM_000208,Northcentral,FCT,Northern Guinea Savanna,Rice,FARO 44,Loamy,2.1,6.7,10.0,17.0,84.9,600.0,28.9,NPK,96.3,Surface,Fall Armyworm,High,Reduced,High,Drought,Low,Moderate,920.0
FARM_000209,Southwest,Ogun,Humid Forest,Cassava,Local Odongbo,Loamy,0.8,5.8,20.3,18.2,119.8,1708.6,29.5,Organic,20.1,Surface,Fall Armyworm,High,Normal,Moderate,Flood,Medium,Moderate,7528.0
FARM_000210,Southwest,Oyo,Derived Savanna,Beans,Local Drum,Lateritic,1.1,5.2,34.2,8.5,189.2,1459.7,24.3,NPK,159.1,Surface,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,791.0
FARM_000211,Northcentral,Kogi,Derived Savanna,Cassava,Local Oko-Iyawo,Lateritic,3.0,5.4,40.0,12.3,93.3,1043.8,28.8,NPK,179.3,Surface,Aphids,Low,Erratic,Moderate,Drought,High,Moderate,11550.0
FARM_000212,Northcentral,Kwara,Northern Guinea Savanna,Rice,FARO 52,Sandy,1.0,6.0,47.4,16.2,53.7,1311.9,24.3,NPK,154.6,Surface,Stem Borers,Low,Erratic,Moderate,Flood,Medium,Moderate,2540.0
FARM_000213,Northcentral,Nasarawa,Northern Guinea Savanna,Onions,Violet de Galmi,Sandy,0.6,5.3,14.4,30.0,139.3,973.3,23.5,NPK,49.1,Sprinkler,Thrips,Low,Erratic,Moderate,Drought,Low,Moderate,14935.0
FARM_000214,Southeast,Enugu,Humid Forest,Cassava,TMS 30572,Lateritic,1.6,7.0,26.5,27.9,116.8,761.3,32.0,NPK,179.7,Surface,Whiteflies,Moderate,Normal,Moderate,Flood,Medium,Moderate,7590.0
FARM_000215,Northwest,Kebbi,Sudan Savanna,Pepper,Cayenne,Loamy,0.5,5.9,13.6,25.5,128.3,1559.4,22.7,NPK,83.5,Surface,Aphids,Low,Erratic,Moderate,Drought,High,Moderate,4483.0
FARM_000217,Southeast,Anambra,Humid Forest,Onions,Kano Red,Clayey,1.2,5.8,48.7,18.7,72.1,1806.2,30.7,NPK,170.0,Surface,Aphids,Low,Normal,Moderate,Drought,Medium,Moderate,9723.0
FARM_000219,Northcentral,Niger,Northern Guinea Savanna,Sorghum,SK5912,Sandy,0.5,7.2,39.0,11.8,105.2,1014.3,22.0,NPK,197.7,Drip,Fall Armyworm,High,Erratic,Moderate,Drought,Low,Moderate,1716.0
FARM_000220,Northwest,Jigawa,Sudan Savanna,Beans,Local Drum,Clayey,1.9,7.1,40.8,24.0,180.7,841.6,29.2,Organic,110.8,Drip,Fall Armyworm,Moderate,Normal,High,Drought,Low,Severe,581.0
FARM_000222,Northcentral,Kwara,Northern Guinea Savanna,Rice,Local Ofada,Sandy,0.7,5.5,38.5,22.8,53.1,1007.1,30.4,NPK,178.5,Drip,Grasshoppers,Low,Normal,Moderate,Drought,Medium,Severe,4548.0
FARM_000223,Southwest,Oyo,Derived Savanna,Cassava,Local Odongbo,Clayey,0.6,5.7,15.2,18.2,194.1,1500.0,23.9,NPK,80.5,Surface,Aphids,Low,Reduced,Moderate,Drought,Medium,Severe,8048.0
FARM_000224,Southsouth,Rivers,Humid Forest,Cassava,Local Odongbo,Clayey,1.2,6.6,10.0,26.9,136.6,1725.2,28.2,NPK,12.2,Surface,Fall Armyworm,Low,Normal,Moderate,Flood,Medium,Moderate,7678.0
FARM_000225,Southeast,Anambra,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,2.0,6.8,50.0,18.5,109.0,624.8,25.6,NPK,139.6,Surface,Whiteflies,Low,Normal,Moderate,Drought,Low,Moderate,9441.0
FARM_000226,Southeast,Imo,Humid Forest,Maize,Local White,Lateritic,1.1,6.3,35.4,12.3,199.6,1060.2,22.5,NPK,166.3,Surface,Whiteflies,High,Normal,Moderate,Flood,Medium,Severe,1184.0
FARM_000227,Northeast,Gombe,Sudan Savanna,Onions,Kano Red,Loamy,1.9,6.5,41.0,26.0,181.3,1177.4,27.4,NPK,108.0,Surface,Aphids,Low,Reduced,High,Drought,Low,Moderate,9786.0
FARM_000228,Southsouth,Delta,Humid Forest,Maize,Local White,Lateritic,1.6,6.9,29.2,20.7,182.7,1224.7,28.9,Urea,186.3,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Medium,Moderate,3184.0
FARM_000229,Northwest,Sokoto,Sudan Savanna,Sorghum,SK5912,Lateritic,2.3,6.5,13.6,12.2,76.3,600.0,30.6,Urea,134.1,Sprinkler,Locusts,Moderate,Reduced,Moderate,Drought,Medium,Moderate,1118.0
FARM_000230,Northcentral,Plateau,Northern Guinea Savanna,Maize,Local White,Clayey,0.9,6.5,23.8,14.0,59.5,600.0,30.9,NPK,0.0,Surface,Grasshoppers,Moderate,Normal,Moderate,Drought,Medium,Moderate,2058.0
FARM_000231,Northwest,Jigawa,Sudan Savanna,Sorghum,SK5912,Sandy,0.5,5.5,45.2,9.4,78.0,1579.1,29.1,Urea,48.2,Surface,Locusts,Moderate,Normal,High,Drought,Medium,Moderate,841.0
FARM_000232,Northcentral,Niger,Northern Guinea Savanna,Maize,Local White,Sandy,1.2,5.4,10.0,7.7,166.8,958.8,24.9,NPK,118.8,Surface,Cassava Mealybug,Moderate,Reduced,Moderate,Drought,Low,Moderate,1163.0
FARM_000233,Northcentral,Nasarawa,Northern Guinea Savanna,Maize,TZL Comp,Loamy,0.6,6.7,14.1,15.8,163.2,1103.7,23.5,NPK,163.0,Surface,Fall Armyworm,Moderate,Reduced,Moderate,Flood,Low,Moderate,661.0
FARM_000234,Southsouth,Bayelsa,Humid Forest,Yam,TDr 95/19177,Lateritic,4.5,7.1,10.0,30.0,75.3,1144.9,29.4,NPK,42.4,Surface,Cassava Mealybug,Moderate,Erratic,Moderate,Drought,Medium,Moderate,4290.0
FARM_000237,Southeast,Imo,Humid Forest,Rice,FARO 52,Lateritic,0.8,6.0,50.0,25.5,192.4,750.6,26.3,Urea,43.7,Surface,Cassava Mealybug,High,Normal,Moderate,Drought,Low,Moderate,3252.0
FARM_000239,Northcentral,Plateau,Northern Guinea Savanna,Rice,FARO 44,Clayey,3.3,5.8,47.8,25.8,135.9,1079.9,26.0,Urea,200.0,Surface,Stem Borers,Moderate,Normal,Moderate,Drought,Medium,Moderate,1839.0
FARM_000240,Southwest,Ogun,Humid Forest,Maize,Local Yellow,Loamy,0.9,6.7,23.5,17.6,166.8,761.9,28.1,NPK,69.3,Surface,Whiteflies,Moderate,Normal,Moderate,Drought,Medium,Moderate,1499.0
FARM_000241,Northeast,Gombe,Sudan Savanna,Maize,TZL Comp,Sandy,0.5,6.0,35.0,8.0,189.5,1748.9,26.4,NPK,65.6,Surface,Aphids,High,Erratic,Moderate,Drought,High,Moderate,2638.0
FARM_000242,Northeast,Yobe,Sahel Savanna,Sorghum,Local Farafara,Lateritic,0.9,6.0,31.4,21.1,191.3,925.4,23.4,NPK,200.0,Surface,Locusts,High,Reduced,Moderate,Drought,Medium,Moderate,812.0
FARM_000245,Southwest,Ondo,Humid Forest,Cassava,Local Oko-Iyawo,Lateritic,0.7,5.6,31.6,25.7,94.6,1126.0,30.1,NPK,115.9,Surface,Aphids,High,Reduced,Moderate,Drought,Medium,Moderate,6672.0
FARM_000246,Northeast,Taraba,Northern Guinea Savanna,Maize,TZL Comp,Clayey,0.5,5.8,31.0,15.4,168.8,685.0,28.5,Urea,194.2,Surface,Locusts,Moderate,Normal,Moderate,Drought,Medium,Moderate,2118.0
FARM_000247,Southsouth,Cross River,Humid Forest,Maize,TZL Comp,Clayey,1.4,6.1,10.0,22.6,154.7,1865.0,23.8,NPK,29.4,Surface,Fruit Flies,Moderate,Erratic,Moderate,Drought,High,Moderate,2235.0
FARM_000248,Northeast,Borno,Sahel Savanna,Sorghum,SK5912,Clayey,1.8,6.0,35.0,19.0,164.1,600.0,31.3,Urea,52.5,Surface,Locusts,High,Erratic,Moderate,Drought,Medium,Moderate,1156.0
FARM_000249,Northeast,Borno,Sahel Savanna,Beans,Local Kanannado,Loamy,0.7,5.6,29.1,17.0,93.2,789.4,31.3,Urea,119.2,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Low,Moderate,500.0
FARM_000250,Northwest,Kaduna,Sudan Savanna,Onions,Local White,Sandy,7.8,6.9,21.5,26.7,144.1,1138.0,23.4,NPK,168.4,Surface,Stem Borers,Low,Erratic,Moderate,Drought,Medium,Moderate,8487.0
FARM_000251,Southeast,Enugu,Humid Forest,Cassava,Local Odongbo,Lateritic,2.0,5.7,26.5,16.0,90.8,1026.4,26.6,NPK,38.5,Sprinkler,Cassava Mealybug,Low,Normal,Moderate,Drought,Medium,Moderate,11277.0
FARM_000252,Southsouth,Rivers,Humid Forest,Cassava,Local Odongbo,Lateritic,0.6,6.5,30.7,21.3,85.0,792.0,26.2,NPK,94.0,Surface,Cassava Mealybug,Low,Normal,Moderate,Drought,Low,Moderate,7239.0
FARM_000253,Northwest,Katsina,Sudan Savanna,Sorghum,SK5912,Loamy,0.5,6.6,28.8,14.7,106.9,1578.0,22.0,Organic,80.9,Surface,Locusts,Low,Normal,Moderate,Drought,High,Moderate,2995.0
FARM_000254,Southeast,Abia,Humid Forest,Cassava,Local Oko-Iyawo,Sandy,0.5,6.7,10.0,18.0,163.1,1056.6,25.6,Urea,105.7,Surface,Aphids,High,Normal,Moderate,Drought,Low,Severe,5393.0
FARM_000255,Southwest,Ondo,Humid Forest,Beans,Local Drum,Lateritic,1.5,6.6,25.7,15.2,112.1,1899.7,23.4,NPK,151.9,Surface,Fall Armyworm,Moderate,Erratic,Moderate,Drought,Low,Moderate,599.0
FARM_000256,Northcentral,Kwara,Northern Guinea Savanna,Beans,Local Kanannado,Loamy,0.5,7.2,37.8,23.0,66.9,653.3,28.1,NPK,59.1,Sprinkler,Aphids,Low,Reduced,Moderate,Drought,Medium,Moderate,1535.0
FARM_000257,Northeast,Yobe,Sahel Savanna,Sorghum,Local Kaura,Loamy,3.6,6.7,24.1,7.5,185.2,796.8,22.5,NPK,68.7,Surface,Stem Borers,Moderate,Reduced,High,Drought,Medium,Moderate,1250.0
FARM_000258,Northcentral,Nasarawa,Northern Guinea Savanna,Maize,TZL Comp,Loamy,3.8,6.0,27.7,30.0,197.8,912.9,27.2,NPK,140.7,Surface,Pod Borers,Moderate,Normal,Moderate,Drought,Medium,Severe,2919.0
FARM_000260,Southwest,Lagos,Humid Forest,Pepper,Cayenne,Lateritic,0.5,5.4,47.1,21.4,65.6,1802.4,26.6,Urea,126.3,Surface,Whiteflies,Moderate,Normal,Moderate,Flood,Medium,Moderate,5326.0
FARM_000262,Northeast,Yobe,Sahel Savanna,Tomato,Roma VF,Sandy,2.4,6.1,10.3,20.6,124.9,1230.0,23.6,NPK,99.3,Surface,Aphids,Low,Erratic,Moderate,Drought,Low,Moderate,4535.0
FARM_000263,Southwest,Lagos,Humid Forest,Yam,D. alata,Loamy,0.9,7.5,35.9,23.5,141.5,2000.0,30.7,NPK,168.5,Surface,Stem Borers,High,Erratic,Moderate,Drought,Medium,Moderate,9003.0
FARM_000264,Northcentral,Kwara,Northern Guinea Savanna,Yam,D. rotundata,Loamy,2.6,7.0,14.3,18.4,98.5,600.0,22.0,NPK,159.8,Surface,Pod Borers,Low,Reduced,Moderate,Drought,Medium,Moderate,7858.0
FARM_000265,Northwest,Kaduna,Sudan Savanna,Onions,Kano Red,Sandy,1.9,6.0,23.8,10.6,115.6,780.5,27.4,NPK,180.8,Surface,Aphids,Moderate,Reduced,Moderate,Drought,Low,Moderate,8929.0
FARM_000266,Northwest,Jigawa,Sudan Savanna,Beans,IT89KD-288,Lateritic,0.5,5.3,40.3,5.0,120.5,680.6,23.2,NPK,49.5,Surface,Pod Borers,Moderate,Erratic,Moderate,Drought,High,Moderate,828.0
FARM_000269,Southsouth,Akwa Ibom,Humid Forest,Pepper,Nsukka Yellow,Sandy,1.3,7.2,40.5,22.9,137.7,1291.2,29.3,NPK,172.2,Surface,Whiteflies,Moderate,Normal,Moderate,Flood,High,Severe,3896.0
FARM_000270,Southeast,Imo,Humid Forest,Pepper,Local Shombo,Lateritic,3.4,5.2,35.2,17.4,146.7,1057.8,25.0,NPK,21.5,Surface,Aphids,Moderate,Normal,Moderate,Drought,Medium,Moderate,4819.0
FARM_000272,Northwest,Zamfara,Sudan Savanna,Sorghum,SK5912,Sandy,0.5,7.5,41.5,13.8,61.7,656.9,25.0,NPK,96.7,Surface,Fall Armyworm,Moderate,Erratic,High,Drought,Low,Moderate,832.0
FARM_000273,Northwest,Kaduna,Sudan Savanna,Onions,Local White,Sandy,1.2,7.2,42.9,6.5,65.5,943.2,26.6,NPK,116.4,Sprinkler,Stem Borers,Low,Reduced,Moderate,Drought,Low,Severe,8731.0
FARM_000274,Northeast,Gombe,Sudan Savanna,Sorghum,SK5912,Loamy,1.4,7.1,24.9,11.4,104.3,1369.6,29.3,NPK,87.0,Surface,Locusts,Moderate,Erratic,Moderate,Drought,Low,Moderate,1231.0
FARM_000275,Northcentral,FCT,Northern Guinea Savanna,Maize,Local White,Sandy,0.5,5.8,20.0,7.0,158.2,1110.5,25.1,NPK,145.4,Surface,Fall Armyworm,Moderate,Reduced,Moderate,Flood,Low,Severe,655.0
